"CUID","Species","Year","Spawner.Abundance","Region"
318,"Chinook",1952,NA,"Fraser"
319,"Chinook",1952,NA,"Fraser"
315,"Chinook",1952,NA,"Fraser"
316,"Chinook",1952,NA,"Fraser"
313,"Chinook",1952,NA,"Fraser"
314,"Chinook",1952,NA,"Fraser"
333,"Chinook",1952,NA,"Fraser"
312,"Chinook",1952,NA,"Fraser"
701,"Chum",1952,NA,"Fraser"
705,"Coho",1952,NA,"Fraser"
749,"Coho",1952,NA,"Fraser"
704,"Coho",1952,NA,"Fraser"
750,"Coho",1952,NA,"Fraser"
707,"Coho",1952,NA,"Fraser"
709,"Coho",1952,NA,"Fraser"
708,"Coho",1952,NA,"Fraser"
710,"Pink (Odd)",1952,NA,"Fraser"
751,"Sockeye",1952,NA,"Fraser"
719,"Sockeye",1952,NA,"Fraser"
735,"Sockeye",1952,"17535","Fraser"
720,"Sockeye",1952,NA,"Fraser"
721,"Sockeye",1952,"462364","Fraser"
711,"Sockeye",1952,NA,"Fraser"
712,"Sockeye",1952,"6775","Fraser"
725,"Sockeye",1952,"39873","Fraser"
713,"Sockeye",1952,"12062","Fraser"
714,"Sockeye",1952,NA,"Fraser"
740,"Sockeye",1952,"13016","Fraser"
716,"Sockeye",1952,"73451","Fraser"
727,"Sockeye",1952,NA,"Fraser"
718,"Sockeye",1952,NA,"Fraser"
752,"Sockeye",1952,NA,"Fraser"
715,"Sockeye",1952,"47746","Fraser"
728,"Sockeye",1952,"143","Fraser"
729,"Sockeye",1952,NA,"Fraser"
738,"Sockeye",1952,"6166","Fraser"
739,"Sockeye",1952,"10626","Fraser"
732,"Sockeye",1952,"15961","Fraser"
731,"Sockeye",1952,"1023","Fraser"
734,"Sockeye",1952,"7294","Fraser"
745,"Sockeye",1952,"25765","Fraser"
742,"Sockeye",1952,"2866","Fraser"
302,"Chinook",1952,NA,"Fraser"
906,"Coho",1952,NA,"Fraser"
760,"Sockeye",1952,NA,"Fraser"
756,"Sockeye",1952,NA,"Fraser"
757,"Sockeye",1952,NA,"Fraser"
753,"Sockeye",1952,NA,"Fraser"
758,"Sockeye",1952,NA,"Fraser"
761,"Sockeye",1952,NA,"Fraser"
754,"Sockeye",1952,NA,"Fraser"
762,"Sockeye",1952,NA,"Fraser"
755,"Sockeye",1952,NA,"Fraser"
763,"Sockeye",1952,NA,"Fraser"
759,"Sockeye",1952,NA,"Fraser"
308,"Chinook",1953,NA,"Fraser"
303,"Chinook",1953,NA,"Fraser"
307,"Chinook",1953,NA,"Fraser"
304,"Chinook",1953,NA,"Fraser"
306,"Chinook",1953,NA,"Fraser"
305,"Chinook",1953,NA,"Fraser"
317,"Chinook",1953,NA,"Fraser"
309,"Chinook",1953,NA,"Fraser"
310,"Chinook",1953,NA,"Fraser"
311,"Chinook",1953,NA,"Fraser"
318,"Chinook",1953,NA,"Fraser"
319,"Chinook",1953,NA,"Fraser"
315,"Chinook",1953,NA,"Fraser"
316,"Chinook",1953,NA,"Fraser"
313,"Chinook",1953,NA,"Fraser"
314,"Chinook",1953,NA,"Fraser"
333,"Chinook",1953,NA,"Fraser"
312,"Chinook",1953,NA,"Fraser"
701,"Chum",1953,NA,"Fraser"
705,"Coho",1953,NA,"Fraser"
749,"Coho",1953,NA,"Fraser"
704,"Coho",1953,NA,"Fraser"
750,"Coho",1953,NA,"Fraser"
707,"Coho",1953,NA,"Fraser"
709,"Coho",1953,NA,"Fraser"
708,"Coho",1953,NA,"Fraser"
710,"Pink (Odd)",1953,NA,"Fraser"
751,"Sockeye",1953,NA,"Fraser"
719,"Sockeye",1953,NA,"Fraser"
735,"Sockeye",1953,"12756","Fraser"
720,"Sockeye",1953,NA,"Fraser"
721,"Sockeye",1953,"186375","Fraser"
711,"Sockeye",1953,NA,"Fraser"
712,"Sockeye",1953,"7710","Fraser"
725,"Sockeye",1953,"43070","Fraser"
713,"Sockeye",1953,"864","Fraser"
714,"Sockeye",1953,NA,"Fraser"
740,"Sockeye",1953,"6963","Fraser"
716,"Sockeye",1953,"48693","Fraser"
727,"Sockeye",1953,NA,"Fraser"
718,"Sockeye",1953,NA,"Fraser"
752,"Sockeye",1953,NA,"Fraser"
715,"Sockeye",1953,"17795","Fraser"
728,"Sockeye",1953,"95050","Fraser"
729,"Sockeye",1953,"199","Fraser"
738,"Sockeye",1953,"7231","Fraser"
739,"Sockeye",1953,"219426","Fraser"
732,"Sockeye",1953,"108505","Fraser"
731,"Sockeye",1953,"105323","Fraser"
734,"Sockeye",1953,"8844","Fraser"
745,"Sockeye",1953,"21108","Fraser"
742,"Sockeye",1953,"2988","Fraser"
302,"Chinook",1953,NA,"Fraser"
906,"Coho",1953,NA,"Fraser"
760,"Sockeye",1953,NA,"Fraser"
756,"Sockeye",1953,NA,"Fraser"
757,"Sockeye",1953,NA,"Fraser"
753,"Sockeye",1953,NA,"Fraser"
758,"Sockeye",1953,NA,"Fraser"
761,"Sockeye",1953,NA,"Fraser"
754,"Sockeye",1953,NA,"Fraser"
762,"Sockeye",1953,NA,"Fraser"
755,"Sockeye",1953,NA,"Fraser"
763,"Sockeye",1953,NA,"Fraser"
759,"Sockeye",1953,NA,"Fraser"
308,"Chinook",1954,NA,"Fraser"
303,"Chinook",1954,NA,"Fraser"
307,"Chinook",1954,NA,"Fraser"
304,"Chinook",1954,NA,"Fraser"
306,"Chinook",1954,NA,"Fraser"
305,"Chinook",1954,NA,"Fraser"
317,"Chinook",1954,NA,"Fraser"
309,"Chinook",1954,NA,"Fraser"
310,"Chinook",1954,NA,"Fraser"
311,"Chinook",1954,NA,"Fraser"
318,"Chinook",1954,NA,"Fraser"
319,"Chinook",1954,NA,"Fraser"
315,"Chinook",1954,NA,"Fraser"
316,"Chinook",1954,NA,"Fraser"
313,"Chinook",1954,NA,"Fraser"
314,"Chinook",1954,NA,"Fraser"
333,"Chinook",1954,NA,"Fraser"
312,"Chinook",1954,NA,"Fraser"
701,"Chum",1954,NA,"Fraser"
705,"Coho",1954,NA,"Fraser"
749,"Coho",1954,NA,"Fraser"
704,"Coho",1954,NA,"Fraser"
750,"Coho",1954,NA,"Fraser"
707,"Coho",1954,NA,"Fraser"
709,"Coho",1954,NA,"Fraser"
708,"Coho",1954,NA,"Fraser"
710,"Pink (Odd)",1954,NA,"Fraser"
751,"Sockeye",1954,NA,"Fraser"
719,"Sockeye",1954,NA,"Fraser"
735,"Sockeye",1954,"10168","Fraser"
720,"Sockeye",1954,NA,"Fraser"
721,"Sockeye",1954,"37153","Fraser"
711,"Sockeye",1954,NA,"Fraser"
712,"Sockeye",1954,"12909","Fraser"
725,"Sockeye",1954,"139011","Fraser"
713,"Sockeye",1954,"558","Fraser"
714,"Sockeye",1954,NA,"Fraser"
740,"Sockeye",1954,"9957","Fraser"
716,"Sockeye",1954,"39368","Fraser"
727,"Sockeye",1954,NA,"Fraser"
718,"Sockeye",1954,NA,"Fraser"
752,"Sockeye",1954,NA,"Fraser"
715,"Sockeye",1954,"17260","Fraser"
728,"Sockeye",1954,"295","Fraser"
729,"Sockeye",1954,"3296","Fraser"
738,"Sockeye",1954,"32176","Fraser"
739,"Sockeye",1954,"1905138","Fraser"
732,"Sockeye",1954,"16881","Fraser"
731,"Sockeye",1954,"1611","Fraser"
734,"Sockeye",1954,"7000","Fraser"
745,"Sockeye",1954,"28183","Fraser"
742,"Sockeye",1954,"2000","Fraser"
302,"Chinook",1954,NA,"Fraser"
906,"Coho",1954,NA,"Fraser"
760,"Sockeye",1954,NA,"Fraser"
756,"Sockeye",1954,NA,"Fraser"
757,"Sockeye",1954,NA,"Fraser"
753,"Sockeye",1954,NA,"Fraser"
758,"Sockeye",1954,NA,"Fraser"
761,"Sockeye",1954,NA,"Fraser"
754,"Sockeye",1954,NA,"Fraser"
762,"Sockeye",1954,NA,"Fraser"
755,"Sockeye",1954,NA,"Fraser"
763,"Sockeye",1954,NA,"Fraser"
759,"Sockeye",1954,NA,"Fraser"
308,"Chinook",1955,NA,"Fraser"
303,"Chinook",1955,NA,"Fraser"
307,"Chinook",1955,NA,"Fraser"
304,"Chinook",1955,NA,"Fraser"
306,"Chinook",1955,NA,"Fraser"
305,"Chinook",1955,NA,"Fraser"
317,"Chinook",1955,NA,"Fraser"
309,"Chinook",1955,NA,"Fraser"
310,"Chinook",1955,NA,"Fraser"
311,"Chinook",1955,NA,"Fraser"
318,"Chinook",1955,NA,"Fraser"
319,"Chinook",1955,NA,"Fraser"
315,"Chinook",1955,NA,"Fraser"
316,"Chinook",1955,NA,"Fraser"
313,"Chinook",1955,NA,"Fraser"
314,"Chinook",1955,NA,"Fraser"
333,"Chinook",1955,NA,"Fraser"
312,"Chinook",1955,NA,"Fraser"
701,"Chum",1955,NA,"Fraser"
705,"Coho",1955,NA,"Fraser"
749,"Coho",1955,NA,"Fraser"
704,"Coho",1955,NA,"Fraser"
750,"Coho",1955,NA,"Fraser"
707,"Coho",1955,NA,"Fraser"
709,"Coho",1955,NA,"Fraser"
708,"Coho",1955,NA,"Fraser"
710,"Pink (Odd)",1955,NA,"Fraser"
751,"Sockeye",1955,NA,"Fraser"
719,"Sockeye",1955,NA,"Fraser"
735,"Sockeye",1955,"8761","Fraser"
720,"Sockeye",1955,NA,"Fraser"
721,"Sockeye",1955,"127391","Fraser"
711,"Sockeye",1955,NA,"Fraser"
712,"Sockeye",1955,"8068","Fraser"
725,"Sockeye",1955,"50554","Fraser"
713,"Sockeye",1955,"382","Fraser"
714,"Sockeye",1955,NA,"Fraser"
740,"Sockeye",1955,"4818","Fraser"
716,"Sockeye",1955,"24026","Fraser"
727,"Sockeye",1955,NA,"Fraser"
718,"Sockeye",1955,NA,"Fraser"
752,"Sockeye",1955,NA,"Fraser"
715,"Sockeye",1955,"17359","Fraser"
728,"Sockeye",1955,"61","Fraser"
729,"Sockeye",1955,"42","Fraser"
738,"Sockeye",1955,"8895","Fraser"
739,"Sockeye",1955,"64199","Fraser"
732,"Sockeye",1955,"202","Fraser"
731,"Sockeye",1955,"3889","Fraser"
734,"Sockeye",1955,"8800","Fraser"
745,"Sockeye",1955,"5588","Fraser"
742,"Sockeye",1955,"200","Fraser"
302,"Chinook",1955,NA,"Fraser"
906,"Coho",1955,NA,"Fraser"
760,"Sockeye",1955,NA,"Fraser"
756,"Sockeye",1955,NA,"Fraser"
757,"Sockeye",1955,NA,"Fraser"
753,"Sockeye",1955,NA,"Fraser"
758,"Sockeye",1955,NA,"Fraser"
761,"Sockeye",1955,NA,"Fraser"
754,"Sockeye",1955,NA,"Fraser"
762,"Sockeye",1955,NA,"Fraser"
755,"Sockeye",1955,NA,"Fraser"
763,"Sockeye",1955,NA,"Fraser"
759,"Sockeye",1955,NA,"Fraser"
308,"Chinook",1956,NA,"Fraser"
303,"Chinook",1956,NA,"Fraser"
307,"Chinook",1956,NA,"Fraser"
304,"Chinook",1956,NA,"Fraser"
306,"Chinook",1956,NA,"Fraser"
305,"Chinook",1956,NA,"Fraser"
317,"Chinook",1956,NA,"Fraser"
309,"Chinook",1956,NA,"Fraser"
310,"Chinook",1956,NA,"Fraser"
311,"Chinook",1956,NA,"Fraser"
318,"Chinook",1956,NA,"Fraser"
319,"Chinook",1956,NA,"Fraser"
315,"Chinook",1956,NA,"Fraser"
316,"Chinook",1956,NA,"Fraser"
313,"Chinook",1956,NA,"Fraser"
314,"Chinook",1956,NA,"Fraser"
333,"Chinook",1956,NA,"Fraser"
312,"Chinook",1956,NA,"Fraser"
701,"Chum",1956,NA,"Fraser"
705,"Coho",1956,NA,"Fraser"
749,"Coho",1956,NA,"Fraser"
704,"Coho",1956,NA,"Fraser"
750,"Coho",1956,NA,"Fraser"
707,"Coho",1956,NA,"Fraser"
709,"Coho",1956,NA,"Fraser"
708,"Coho",1956,NA,"Fraser"
710,"Pink (Odd)",1956,NA,"Fraser"
751,"Sockeye",1956,NA,"Fraser"
719,"Sockeye",1956,NA,"Fraser"
735,"Sockeye",1956,"6513","Fraser"
720,"Sockeye",1956,NA,"Fraser"
721,"Sockeye",1956,"629994","Fraser"
711,"Sockeye",1956,NA,"Fraser"
712,"Sockeye",1956,"5045","Fraser"
725,"Sockeye",1956,"38051","Fraser"
713,"Sockeye",1956,"12374","Fraser"
714,"Sockeye",1956,NA,"Fraser"
740,"Sockeye",1956,"8695","Fraser"
716,"Sockeye",1956,"54129","Fraser"
727,"Sockeye",1956,NA,"Fraser"
718,"Sockeye",1956,NA,"Fraser"
752,"Sockeye",1956,NA,"Fraser"
715,"Sockeye",1956,"31702","Fraser"
728,"Sockeye",1956,"79","Fraser"
729,"Sockeye",1956,NA,"Fraser"
738,"Sockeye",1956,"2541","Fraser"
739,"Sockeye",1956,"4407","Fraser"
732,"Sockeye",1956,"11751","Fraser"
731,"Sockeye",1956,"799","Fraser"
734,"Sockeye",1956,"3990","Fraser"
745,"Sockeye",1956,"2586","Fraser"
742,"Sockeye",1956,"2000","Fraser"
302,"Chinook",1956,NA,"Fraser"
906,"Coho",1956,NA,"Fraser"
760,"Sockeye",1956,NA,"Fraser"
756,"Sockeye",1956,NA,"Fraser"
757,"Sockeye",1956,NA,"Fraser"
753,"Sockeye",1956,NA,"Fraser"
758,"Sockeye",1956,NA,"Fraser"
761,"Sockeye",1956,NA,"Fraser"
754,"Sockeye",1956,NA,"Fraser"
762,"Sockeye",1956,NA,"Fraser"
755,"Sockeye",1956,NA,"Fraser"
763,"Sockeye",1956,NA,"Fraser"
759,"Sockeye",1956,NA,"Fraser"
308,"Chinook",1957,NA,"Fraser"
303,"Chinook",1957,NA,"Fraser"
307,"Chinook",1957,NA,"Fraser"
304,"Chinook",1957,NA,"Fraser"
306,"Chinook",1957,NA,"Fraser"
305,"Chinook",1957,NA,"Fraser"
317,"Chinook",1957,NA,"Fraser"
309,"Chinook",1957,NA,"Fraser"
310,"Chinook",1957,NA,"Fraser"
311,"Chinook",1957,NA,"Fraser"
318,"Chinook",1957,NA,"Fraser"
319,"Chinook",1957,NA,"Fraser"
315,"Chinook",1957,NA,"Fraser"
316,"Chinook",1957,NA,"Fraser"
313,"Chinook",1957,NA,"Fraser"
314,"Chinook",1957,NA,"Fraser"
333,"Chinook",1957,NA,"Fraser"
312,"Chinook",1957,NA,"Fraser"
701,"Chum",1957,NA,"Fraser"
705,"Coho",1957,NA,"Fraser"
749,"Coho",1957,NA,"Fraser"
704,"Coho",1957,NA,"Fraser"
750,"Coho",1957,NA,"Fraser"
707,"Coho",1957,NA,"Fraser"
709,"Coho",1957,NA,"Fraser"
708,"Coho",1957,NA,"Fraser"
710,"Pink (Odd)",1957,NA,"Fraser"
751,"Sockeye",1957,NA,"Fraser"
719,"Sockeye",1957,NA,"Fraser"
735,"Sockeye",1957,"11217","Fraser"
720,"Sockeye",1957,NA,"Fraser"
721,"Sockeye",1957,"140381","Fraser"
711,"Sockeye",1957,NA,"Fraser"
712,"Sockeye",1957,"7517","Fraser"
725,"Sockeye",1957,"37763","Fraser"
713,"Sockeye",1957,"778","Fraser"
714,"Sockeye",1957,NA,"Fraser"
740,"Sockeye",1957,"6858","Fraser"
716,"Sockeye",1957,"23741","Fraser"
727,"Sockeye",1957,NA,"Fraser"
718,"Sockeye",1957,NA,"Fraser"
752,"Sockeye",1957,NA,"Fraser"
715,"Sockeye",1957,"11787","Fraser"
728,"Sockeye",1957,"214875","Fraser"
729,"Sockeye",1957,"452","Fraser"
738,"Sockeye",1957,"15717","Fraser"
739,"Sockeye",1957,"305087","Fraser"
732,"Sockeye",1957,"181916","Fraser"
731,"Sockeye",1957,"177847","Fraser"
734,"Sockeye",1957,"7334","Fraser"
745,"Sockeye",1957,"3808","Fraser"
742,"Sockeye",1957,"2400","Fraser"
302,"Chinook",1957,NA,"Fraser"
906,"Coho",1957,NA,"Fraser"
760,"Sockeye",1957,NA,"Fraser"
756,"Sockeye",1957,NA,"Fraser"
757,"Sockeye",1957,NA,"Fraser"
753,"Sockeye",1957,NA,"Fraser"
758,"Sockeye",1957,NA,"Fraser"
761,"Sockeye",1957,NA,"Fraser"
754,"Sockeye",1957,NA,"Fraser"
762,"Sockeye",1957,NA,"Fraser"
755,"Sockeye",1957,NA,"Fraser"
763,"Sockeye",1957,NA,"Fraser"
759,"Sockeye",1957,NA,"Fraser"
308,"Chinook",1958,NA,"Fraser"
303,"Chinook",1958,NA,"Fraser"
307,"Chinook",1958,NA,"Fraser"
304,"Chinook",1958,NA,"Fraser"
306,"Chinook",1958,NA,"Fraser"
305,"Chinook",1958,NA,"Fraser"
317,"Chinook",1958,NA,"Fraser"
309,"Chinook",1958,NA,"Fraser"
310,"Chinook",1958,NA,"Fraser"
311,"Chinook",1958,NA,"Fraser"
318,"Chinook",1958,NA,"Fraser"
319,"Chinook",1958,NA,"Fraser"
315,"Chinook",1958,NA,"Fraser"
316,"Chinook",1958,NA,"Fraser"
313,"Chinook",1958,NA,"Fraser"
314,"Chinook",1958,NA,"Fraser"
333,"Chinook",1958,NA,"Fraser"
312,"Chinook",1958,NA,"Fraser"
701,"Chum",1958,NA,"Fraser"
705,"Coho",1958,NA,"Fraser"
749,"Coho",1958,NA,"Fraser"
704,"Coho",1958,NA,"Fraser"
750,"Coho",1958,NA,"Fraser"
707,"Coho",1958,NA,"Fraser"
709,"Coho",1958,NA,"Fraser"
708,"Coho",1958,NA,"Fraser"
710,"Pink (Odd)",1958,NA,"Fraser"
751,"Sockeye",1958,NA,"Fraser"
719,"Sockeye",1958,NA,"Fraser"
735,"Sockeye",1958,"13770","Fraser"
720,"Sockeye",1958,NA,"Fraser"
721,"Sockeye",1958,"137010","Fraser"
711,"Sockeye",1958,NA,"Fraser"
712,"Sockeye",1958,"6567","Fraser"
725,"Sockeye",1958,"111908","Fraser"
713,"Sockeye",1958,NA,"Fraser"
714,"Sockeye",1958,NA,"Fraser"
740,"Sockeye",1958,"10152","Fraser"
716,"Sockeye",1958,"32429","Fraser"
727,"Sockeye",1958,NA,"Fraser"
718,"Sockeye",1958,NA,"Fraser"
752,"Sockeye",1958,NA,"Fraser"
715,"Sockeye",1958,"10325","Fraser"
728,"Sockeye",1958,"1843","Fraser"
729,"Sockeye",1958,"4781","Fraser"
738,"Sockeye",1958,"86801","Fraser"
739,"Sockeye",1958,"2265660","Fraser"
732,"Sockeye",1958,"22885","Fraser"
731,"Sockeye",1958,"14107","Fraser"
734,"Sockeye",1958,"15076","Fraser"
745,"Sockeye",1958,"14651","Fraser"
742,"Sockeye",1958,"1386","Fraser"
302,"Chinook",1958,NA,"Fraser"
906,"Coho",1958,NA,"Fraser"
760,"Sockeye",1958,NA,"Fraser"
756,"Sockeye",1958,NA,"Fraser"
757,"Sockeye",1958,NA,"Fraser"
753,"Sockeye",1958,NA,"Fraser"
758,"Sockeye",1958,NA,"Fraser"
761,"Sockeye",1958,NA,"Fraser"
754,"Sockeye",1958,NA,"Fraser"
762,"Sockeye",1958,NA,"Fraser"
755,"Sockeye",1958,NA,"Fraser"
763,"Sockeye",1958,NA,"Fraser"
759,"Sockeye",1958,NA,"Fraser"
308,"Chinook",1959,NA,"Fraser"
303,"Chinook",1959,NA,"Fraser"
307,"Chinook",1959,NA,"Fraser"
304,"Chinook",1959,NA,"Fraser"
306,"Chinook",1959,NA,"Fraser"
305,"Chinook",1959,NA,"Fraser"
317,"Chinook",1959,NA,"Fraser"
309,"Chinook",1959,NA,"Fraser"
310,"Chinook",1959,NA,"Fraser"
311,"Chinook",1959,NA,"Fraser"
318,"Chinook",1959,NA,"Fraser"
319,"Chinook",1959,NA,"Fraser"
315,"Chinook",1959,NA,"Fraser"
316,"Chinook",1959,NA,"Fraser"
313,"Chinook",1959,NA,"Fraser"
314,"Chinook",1959,NA,"Fraser"
333,"Chinook",1959,NA,"Fraser"
312,"Chinook",1959,NA,"Fraser"
701,"Chum",1959,NA,"Fraser"
705,"Coho",1959,NA,"Fraser"
749,"Coho",1959,NA,"Fraser"
704,"Coho",1959,NA,"Fraser"
750,"Coho",1959,NA,"Fraser"
707,"Coho",1959,NA,"Fraser"
709,"Coho",1959,NA,"Fraser"
708,"Coho",1959,NA,"Fraser"
710,"Pink (Odd)",1959,"1078000","Fraser"
751,"Sockeye",1959,NA,"Fraser"
719,"Sockeye",1959,NA,"Fraser"
735,"Sockeye",1959,"27307","Fraser"
720,"Sockeye",1959,NA,"Fraser"
721,"Sockeye",1959,"470670","Fraser"
711,"Sockeye",1959,NA,"Fraser"
712,"Sockeye",1959,"16435","Fraser"
725,"Sockeye",1959,"78791","Fraser"
713,"Sockeye",1959,"128","Fraser"
714,"Sockeye",1959,NA,"Fraser"
740,"Sockeye",1959,"10005","Fraser"
716,"Sockeye",1959,"37309","Fraser"
727,"Sockeye",1959,NA,"Fraser"
718,"Sockeye",1959,NA,"Fraser"
752,"Sockeye",1959,NA,"Fraser"
715,"Sockeye",1959,"15659","Fraser"
728,"Sockeye",1959,"64","Fraser"
729,"Sockeye",1959,"572","Fraser"
738,"Sockeye",1959,"52299","Fraser"
739,"Sockeye",1959,"134884","Fraser"
732,"Sockeye",1959,"605","Fraser"
731,"Sockeye",1959,"3413","Fraser"
734,"Sockeye",1959,"32820","Fraser"
745,"Sockeye",1959,"27837","Fraser"
742,"Sockeye",1959,"1274","Fraser"
302,"Chinook",1959,NA,"Fraser"
906,"Coho",1959,NA,"Fraser"
760,"Sockeye",1959,NA,"Fraser"
756,"Sockeye",1959,NA,"Fraser"
757,"Sockeye",1959,NA,"Fraser"
753,"Sockeye",1959,NA,"Fraser"
758,"Sockeye",1959,NA,"Fraser"
761,"Sockeye",1959,NA,"Fraser"
754,"Sockeye",1959,NA,"Fraser"
762,"Sockeye",1959,NA,"Fraser"
755,"Sockeye",1959,NA,"Fraser"
763,"Sockeye",1959,NA,"Fraser"
759,"Sockeye",1959,NA,"Fraser"
308,"Chinook",1960,NA,"Fraser"
303,"Chinook",1960,NA,"Fraser"
307,"Chinook",1960,NA,"Fraser"
304,"Chinook",1960,NA,"Fraser"
306,"Chinook",1960,NA,"Fraser"
305,"Chinook",1960,NA,"Fraser"
317,"Chinook",1960,NA,"Fraser"
309,"Chinook",1960,NA,"Fraser"
310,"Chinook",1960,NA,"Fraser"
311,"Chinook",1960,NA,"Fraser"
318,"Chinook",1960,NA,"Fraser"
319,"Chinook",1960,NA,"Fraser"
315,"Chinook",1960,NA,"Fraser"
316,"Chinook",1960,NA,"Fraser"
313,"Chinook",1960,NA,"Fraser"
314,"Chinook",1960,NA,"Fraser"
333,"Chinook",1960,NA,"Fraser"
312,"Chinook",1960,NA,"Fraser"
701,"Chum",1960,NA,"Fraser"
705,"Coho",1960,NA,"Fraser"
749,"Coho",1960,NA,"Fraser"
704,"Coho",1960,NA,"Fraser"
750,"Coho",1960,NA,"Fraser"
707,"Coho",1960,NA,"Fraser"
709,"Coho",1960,NA,"Fraser"
708,"Coho",1960,NA,"Fraser"
710,"Pink (Odd)",1960,NA,"Fraser"
751,"Sockeye",1960,NA,"Fraser"
719,"Sockeye",1960,NA,"Fraser"
735,"Sockeye",1960,"7155","Fraser"
720,"Sockeye",1960,NA,"Fraser"
721,"Sockeye",1960,"424134","Fraser"
711,"Sockeye",1960,NA,"Fraser"
712,"Sockeye",1960,"7569","Fraser"
725,"Sockeye",1960,"38311","Fraser"
713,"Sockeye",1960,"9044","Fraser"
714,"Sockeye",1960,NA,"Fraser"
740,"Sockeye",1960,"5414","Fraser"
716,"Sockeye",1960,"37584","Fraser"
727,"Sockeye",1960,NA,"Fraser"
718,"Sockeye",1960,NA,"Fraser"
752,"Sockeye",1960,NA,"Fraser"
715,"Sockeye",1960,"24104","Fraser"
728,"Sockeye",1960,"251","Fraser"
729,"Sockeye",1960,NA,"Fraser"
738,"Sockeye",1960,"3047","Fraser"
739,"Sockeye",1960,"1873","Fraser"
732,"Sockeye",1960,"5292","Fraser"
731,"Sockeye",1960,"1676","Fraser"
734,"Sockeye",1960,"5452","Fraser"
745,"Sockeye",1960,"17209","Fraser"
742,"Sockeye",1960,"800","Fraser"
302,"Chinook",1960,NA,"Fraser"
906,"Coho",1960,NA,"Fraser"
760,"Sockeye",1960,NA,"Fraser"
756,"Sockeye",1960,NA,"Fraser"
757,"Sockeye",1960,NA,"Fraser"
753,"Sockeye",1960,NA,"Fraser"
758,"Sockeye",1960,NA,"Fraser"
761,"Sockeye",1960,NA,"Fraser"
754,"Sockeye",1960,NA,"Fraser"
762,"Sockeye",1960,NA,"Fraser"
755,"Sockeye",1960,NA,"Fraser"
763,"Sockeye",1960,NA,"Fraser"
759,"Sockeye",1960,NA,"Fraser"
308,"Chinook",1961,NA,"Fraser"
303,"Chinook",1961,NA,"Fraser"
307,"Chinook",1961,NA,"Fraser"
304,"Chinook",1961,NA,"Fraser"
306,"Chinook",1961,NA,"Fraser"
305,"Chinook",1961,NA,"Fraser"
317,"Chinook",1961,NA,"Fraser"
309,"Chinook",1961,NA,"Fraser"
310,"Chinook",1961,NA,"Fraser"
311,"Chinook",1961,NA,"Fraser"
318,"Chinook",1961,NA,"Fraser"
319,"Chinook",1961,NA,"Fraser"
315,"Chinook",1961,NA,"Fraser"
316,"Chinook",1961,NA,"Fraser"
313,"Chinook",1961,NA,"Fraser"
314,"Chinook",1961,NA,"Fraser"
333,"Chinook",1961,NA,"Fraser"
312,"Chinook",1961,NA,"Fraser"
701,"Chum",1961,NA,"Fraser"
705,"Coho",1961,NA,"Fraser"
749,"Coho",1961,NA,"Fraser"
704,"Coho",1961,NA,"Fraser"
750,"Coho",1961,NA,"Fraser"
707,"Coho",1961,NA,"Fraser"
709,"Coho",1961,NA,"Fraser"
708,"Coho",1961,NA,"Fraser"
710,"Pink (Odd)",1961,"1094000","Fraser"
751,"Sockeye",1961,NA,"Fraser"
719,"Sockeye",1961,NA,"Fraser"
735,"Sockeye",1961,"6972","Fraser"
720,"Sockeye",1961,NA,"Fraser"
721,"Sockeye",1961,"31767","Fraser"
711,"Sockeye",1961,NA,"Fraser"
712,"Sockeye",1961,"8395","Fraser"
725,"Sockeye",1961,"39905","Fraser"
713,"Sockeye",1961,"796","Fraser"
714,"Sockeye",1961,NA,"Fraser"
740,"Sockeye",1961,"6302","Fraser"
716,"Sockeye",1961,"43818","Fraser"
727,"Sockeye",1961,NA,"Fraser"
718,"Sockeye",1961,NA,"Fraser"
752,"Sockeye",1961,NA,"Fraser"
715,"Sockeye",1961,"11069","Fraser"
728,"Sockeye",1961,"188502","Fraser"
729,"Sockeye",1961,"527","Fraser"
738,"Sockeye",1961,"5649","Fraser"
739,"Sockeye",1961,"65793","Fraser"
732,"Sockeye",1961,"149771","Fraser"
731,"Sockeye",1961,"197846","Fraser"
734,"Sockeye",1961,"160","Fraser"
745,"Sockeye",1961,"42559","Fraser"
742,"Sockeye",1961,"2586","Fraser"
302,"Chinook",1961,NA,"Fraser"
906,"Coho",1961,NA,"Fraser"
760,"Sockeye",1961,NA,"Fraser"
756,"Sockeye",1961,NA,"Fraser"
757,"Sockeye",1961,NA,"Fraser"
753,"Sockeye",1961,NA,"Fraser"
758,"Sockeye",1961,NA,"Fraser"
761,"Sockeye",1961,NA,"Fraser"
754,"Sockeye",1961,NA,"Fraser"
762,"Sockeye",1961,NA,"Fraser"
755,"Sockeye",1961,NA,"Fraser"
763,"Sockeye",1961,NA,"Fraser"
759,"Sockeye",1961,NA,"Fraser"
308,"Chinook",1962,NA,"Fraser"
303,"Chinook",1962,NA,"Fraser"
307,"Chinook",1962,NA,"Fraser"
304,"Chinook",1962,NA,"Fraser"
306,"Chinook",1962,NA,"Fraser"
305,"Chinook",1962,NA,"Fraser"
317,"Chinook",1962,NA,"Fraser"
309,"Chinook",1962,NA,"Fraser"
310,"Chinook",1962,NA,"Fraser"
311,"Chinook",1962,NA,"Fraser"
318,"Chinook",1962,NA,"Fraser"
