"cuid","cuname.x","cu_acronym","du_number","du_acronym","DU_name","DU_name_short","FULL_CU_IN","spp","gen_length","COSEWIC_status","survey_quality","survey_coverage","survey_execution","catch_quality","dq_score","cu_enh_rank","Sites","Region"
552,"Deer","DEER","T18","DEER","Deer","Deer","SEL-19-13","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
553,"Devon","DEVON","SE118","DEVON","Devon","Devon","SEL-19-14","Sockeye-Lake",5,NA,1,5,5,2,13,"None",1,"CC"
554,"Douglas Creek","DOUGLAS","T19","DOUGLAS","Douglas","Douglas","SEL-19-15","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
555,"Elizabeth","ELIZABETH","T20","ELIZABETH","Elizabeth","Elizabeth","SEL-19-16","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
556,"Elsie/Hoy","ELSIE/HOY","SE119","ELSIE/HOY","Elsie/Hoy","Elsie/Hoy","SEL-19-17","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
557,"End Hill Creek","END HILL","SE120","END HILL","End Hill","End Hill","SEL-19-18","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
558,"Evinrude Inlet","EVINRUDE","T21","EVINRUDE","Evinrude","Evinrude","SEL-19-19","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
559,"Freeda",NA,"SE121","FREEDA/BRODIE","Freeda/Brodie","Freeda/Brodie","SEL-19-20","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
560,"Hartley Bay","HARTLEY","T22","HARTLEY","Hartley Bay","Hartley Bay","SEL-19-21","Sockeye-Lake",5,NA,3,5,5,2,15,"None",1,"CC"
561,"Hevenor Inlet","HEVENOR","T23","HEVENOR","Hevenor Inlet","Hevenor Inlet","SEL-19-22","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
562,"Higgins Lagoon","HIGGINS","SE122","HIGGINS","Higgins Lagoon","Higgins Lagoon","SEL-19-23","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
563,"Kadjusdis River","KADJUSDIS","T24","KADJUSDIS","Kadjusdis","Kadjusdis","SEL-19-24","Sockeye-Lake",5,NA,0,5,2,2,9,"Low",1,"CC"
564,"Kdelmashan Creek","KDELMASHAN","SE123","KDELMASHAN","Kdelmashan","Kdelmashan","SEL-19-25","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
565,"Keecha",NA,"SE124","KEESHA","Keesha","Keesha","SEL-19-26","Sockeye-Lake",5,NA,1,5,3,2,11,"None",1,"CC"
566,"Kent Inlet Lagoon Creek","KENT","SE125","KENT","Kent Inlet","Kent Inlet","SEL-19-27","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
567,"Kenzuwash Creeks","KENZUWASH","T25","KENZUWASH","Kenzuwash","Kenzuwash","SEL-19-28","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
568,"Keswar Creek","KESWAR","T26","KESWAR","Keswar","Keswar","SEL-19-29","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
569,"Kildidt Creek","KILDIDT","T27","KILDIDT","Kildidt","Kildidt","SEL-19-30","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
570,"Kildidt Lagoon Creek","KILDIDT LAGOON","SE126","KILDIDT LAGOON","Kildidt Lagoon Creek","Kildidt Lagoon Creek","SEL-19-31","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
571,"Kisameet","KISAMEET","SE127","KISAMEET","Kisameet","Kisameet","SEL-19-32","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
572,"Koeye","KOEYE","SE128","KOEYE","Koeye","Koeye","SEL-19-33","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
573,"Kooryet","KOORYET","SE129","KOORYET","Kooryet","Kooryet","SEL-19-34","Sockeye-Lake",5,NA,0,5,4,2,11,"None",1,"CC"
574,"Kunsoot River","KUNSOOT","T28","KUNSOOT","Kunsoot","Kunsoot","SEL-19-35","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
575,"Kwakwa Creek","KWAKWA","SE130","KWAKWA","Kwakwa","Kwakwa","SEL-19-36","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
576,"Lewis Creek","LEWIS","T29","LEWIS","Lewis","Lewis","SEL-19-37","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
577,"Limestone Creek","LIMESTONE","SE131","LIMESTONE","Limestone","Limestone","SEL-19-38","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
578,"Lowe/Simpson/Weir",NA,"T30","LOWE/SIMPSON/WEARE","Lowe/Simpson/Weare","Lowe/Simpson/Weare","SEL-19-39","Sockeye-Lake",5,NA,0,5,4,2,11,"None",1,"CC"
579,"Mary Cove Creek","MARY COVE","SE132","MARY COVE","Mary Cove","Mary Cove","SEL-19-40","Sockeye-Lake",5,NA,0,5,1,2,8,"Moderate",1,"CC"
580,"Mcdonald Creek","MCDONALD","T31","MCDONALD","Mcdonald","Mcdonald","SEL-19-41","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
581,"Mcloughlin","MCLOUGHLIN","T32","MCLOUGHLIN","Mcloughlin","Mcloughlin","SEL-19-42","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
582,"Mikado","MIKADO","SE133","MIKADO","Mikado","Mikado","SEL-19-43","Sockeye-Lake",5,NA,0,5,3,2,10,"None",1,"CC"
583,"Monckton Inlet Creek","MONCKTON","T33","MONCKTON","Monckton Inlet","Monckton Inlet","SEL-19-44","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
584,"Namu","NAMU","SE134","NAMU","Namu","Namu","SEL-19-45","Sockeye-Lake",5,NA,2,5,3,2,12,"None",1,"CC"
585,"Port John","PORT JOHN","SE135","PORT JOHN","Port John","Port John","SEL-19-46","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"CC"
586,"Powles Creek","POWLES","SE136","POWLES","Powles","Powles","SEL-19-47","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
587,"Price Creek","PRICE","T34","PRICE","Price","Price","SEL-19-48","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
588,"Roderick","RODERICK","T35","RODERICK","Roderick","Roderick","SEL-19-50","Sockeye-Lake",5,NA,1,5,4,2,12,"High",1,"CC"
589,"Ryan Creek","RYAN","SE138","RYAN","Ryan","Ryan","SEL-19-51","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
590,"Salter","SALTER","SE139","SALTER","Salter","Salter","SEL-19-52","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
591,"Scoular/Kilpatrick","SCOULER/KILPATRICK","SE140","SCOULER/KILPATRICK","Scoular/Kilpatrick","Scoular/Kilpatrick","SEL-19-53","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
592,"Sheneeza Inlet","SHENEEZA","T36","SHENEEZA","Sheneeza","Sheneeza","SEL-19-55","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
593,"Ship Point Creek","SHIP_PNT","T37","SHIP_PNT","Ship Point","Ship Point","SEL-19-56","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
594,"Spencer Creek","SPENCER","SE142","SPENCER","Spencer","Spencer","SEL-19-57","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
595,"Stannard Creek","STANNARD","T38","STANNARD","Stannard","Stannard","SEL-19-58","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
596,"Talamoosa Creek","TALAMOOSA","SE143","TALAMOOSA","Talamoosa","Talamoosa","SEL-19-59","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
597,"Tankeeah River","TANKEEAH","SE144","TANKEEAH","Tankeeah","Tankeeah","SEL-19-60","Sockeye-Lake",5,NA,1,5,2,2,10,"High",1,"CC"
598,"Treneman Creek","TRENEMAN","T39","TRENEMAN","Treneman","Treneman","SEL-19-61","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
599,"Tsimtack/Moore/Roger","TSIMTACK","SE145","TSIMTACK","Tsimtack","Tsimtack","SEL-19-62","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"CC"
600,"Tuno Creek East","TUNO_EAST","T40","TUNO_EAST","Tuno East","Tuno East","SEL-19-63","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
601,"Tuno Creek West","TUNO_WEST","SE146","TUNO_WEST","Tuno West","Tuno West","SEL-19-64","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
602,"Tyler Creek","TYLER","T41","TYLER","Tyler","Tyler","SEL-19-65","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
603,"Wale Creek","WALE","SE147","WALE","Wale","Wale","SEL-19-66","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
604,"Watt Bay","WATT","T42","WATT","Watt","Watt","SEL-19-67","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
605,"West Creek","WEST_CRK","T43","WEST_CRK","West Creek","West Creek","SEL-19-68","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
606,"Yaaklele Lagoon","YAAKLELE","T44","YAAKLELE","Yaaklele","Yaaklele","SEL-19-69","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"CC"
607,"Yeo","YEO","SE148","YEO","Yeo","Yeo","SEL-19-70","Sockeye-Lake",5,NA,0,5,3,2,10,"None",1,"CC"
614,"Northern Coastal Fjords",NA,"SE036","BCD","Bella Coola-Dean Rivers","Bella Coola/Dean ","SER-16","Sockeye-Lake",4,NA,0,0,0,0,0,"None",94,"CC"
614,"Northern Coastal Fjords",NA,"SE037","NC","Northern Coastal Streams","Northern Coastal Streams","SER-16","Sockeye-Lake",4,NA,0,0,0,0,0,"None",94,"CC"
711,"Chilliwack_Early Summer",NA,"SE005",NA,"Chilliwack-ES population","Chilliwack-ES ","SEL-03-01","Sockeye-Lake",4,"Not at risk",3,5,5,0,13,"None",3,"Fraser"
712,"Cultus_Late",NA,"SE006",NA,"Cultus-L population","Cultus-L ","SEL-03-02","Sockeye-Lake",4,"Endangered",5,5,5,5,20,"High",1,"Fraser"
713,"Harrison-downstream migrating_Late",NA,"SE009",NA,"Harrison (D/S)-L population","Harrison (D/S)-L ","SEL-03-03","Sockeye-Lake",4,"Special Concern",3,5,5,0,13,"None",11,"Fraser"
714,"Harrison-upstream migrating_Late",NA,"SE010",NA,"Harrison (U/S)-L population","Harrison (U/S)-L ","SEL-03-04","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"None",4,"Fraser"
715,"Pitt_Early Summer",NA,"SE015",NA,"Pitt-ES population","Pitt-ES ","SEL-03-05","Sockeye-Lake",4,"Not at risk",3,5,5,5,18,"High",8,"Fraser"
716,"Lillooet/Harrison_Late",NA,"SE012",NA,"Lillooet-Harrison-L population","Lillooet-Harrison-L ","SEL-04-01","Sockeye-Lake",4,"Special Concern",4,5,5,5,19,"None",12,"Fraser"
718,"Nahatlatch_Early Summer",NA,"SE013",NA,"Nahatlatch-ES population","Nahatlatch-ES ","SEL-05-02","Sockeye-Lake",4,"Special Concern",2,5,5,0,12,"None",2,"Fraser"
719,"Anderson/Seton_Early Summer",NA,"SE001",NA,"Anderson-Seton-ES population","Anderson-Seton-ES ","SEL-06-01","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"High",6,"Fraser"
720,"Chilko_Early Summer",NA,"SE003",NA,"Chilko-ES population / Chilko-S population","Chilko-ES population / Chilko-S ","SEL-06-02","Sockeye-Lake",4,"Not at risk",0,0,0,0,0,"None",1,"Fraser"
721,"Chilko_Summer",NA,"SE004",NA,"Chilko-ES population / Chilko-S population","Chilko-ES population / Chilko-S ","SEL-06-03","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"None",3,"Fraser"
725,"Francois/Fraser_Summer",NA,"SE007",NA,"Francois-Fraser-S population","Francois-Fraser-S ","SEL-06-07","Sockeye-Lake",4,"Special Concern",4,5,5,5,19,"Low",5,"Fraser"
727,"Nadina/Francois_Early Summer",NA,"SE008",NA,"Nadina-Francois-ES population","Nadina-Francois-ES ","SEL-06-20","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"None",2,"Fraser"
728,"Quesnel_Summer",NA,"SE016",NA,"Quesnel-S population","Quesnel-S ","SEL-06-10","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"Moderate",94,"Fraser"
729,"Seton_Late",NA,"SE017",NA,"Seton-L population","Seton-L ","SEL-06-11","Sockeye-Lake",4,"Endangered",0,0,0,5,5,"None",1,"Fraser"
731,"Takla/Trembleur/Stuart_Summer",NA,"SE021",NA,"Takla-Trembleur-Stuart-S population","Takla-Trembleur-Stuart-S ","SEL-06-13","Sockeye-Lake",4,"Endangered",3,5,4,5,17,"None",11,"Fraser"
732,"Takla/Trembleur_Early Stuart",NA,"SE020",NA,"Takla-Trembleur-EStu population","Takla-Trembleur-EStu ","SEL-06-14","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"None",44,"Fraser"
734,"Taseko_Early Summer",NA,"SE022",NA,"Taseko-ES population","Taseko-ES ","SEL-06-16","Sockeye-Lake",4,"Endangered",2,5,5,0,12,"None",6,"Fraser"
735,"Bowron_Early Summer",NA,"SE002",NA,"Bowron-ES population","Bowron-ES ","SEL-07-01","Sockeye-Lake",4,"Endangered",2,5,5,5,17,"None",4,"Fraser"
738,"Shuswap_Early Summer",NA,"SE019",NA,"Shuswap-ES population","Shuswap-ES ","SEL-09-02","Sockeye-Lake",4,"Not at risk",0,0,0,5,5,"Low",24,"Fraser"
739,"Shuswap_Late",NA,"SE018",NA,"Shuswap Complex-L population","Shuswap Complex-L ","SEL-09-03","Sockeye-Lake",4,"Not at risk",2,5,5,5,17,"None",71,"Fraser"
740,"Kamloops_Early Summer",NA,"SE011",NA,"Kamloops-ES population","Kamloops-ES ","SEL-10-01","Sockeye-Lake",4,"Special Concern",2,5,5,5,17,"None",10,"Fraser"
751,"Adams and Momich Lakes_Early Summer",NA,NA,NA,"Adams ES","Adams ES","SEL-09-xx","Sockeye-Lake",4,"Extinct",0,0,0,0,0,"None",5,"Fraser"
751,"Adams and Momich Lakes_Early Summer",NA,NA,NA,"Momich-ES","Momich-ES","SEL-09-xx","Sockeye-Lake",4,"Endangered",0,0,0,0,0,"None",5,"Fraser"
752,"North Barriere_Early Summer",NA,"SE014",NA,"North Barriere-ES population","North Barriere-ES ","SEL-10-03","Sockeye-Lake",4,"Extinct",3,5,5,5,18,"None",2,"Fraser"
819,"Ain/Skundale/Ian","SKUNDALE","SE093","SKUNDALE","Ain/Skundale/Ian","Ain/Skundale/Ian","SEL-17-01","Sockeye-Lake",NA,NA,0,0,0,0,0,"None",1,"HG"
820,"Awun","AWUN","SE094","AWUN","Awun","Awun","SEL-17-02","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"HG"
821,"Fairfax","FAIRFAX","SE092","FAIRFAX","Fairfax","Fairfax","SEL-17-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"HG"
822,"Jalun","JALUN","SE095","JALUN","Jalun","Jalun","SEL-17-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"HG"
823,"MARIAN","MARIAN","T07","MARIAN","Marian","Marian","SEL-17-05","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"HG"
824,"Mathers","MATHERS","SE098","MATHERS","Mathers","Mathers","SEL-17-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"HG"
825,"Mercer","MERCER","SE091","MERCER","Mercer","Mercer","SEL-17-07","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"HG"
826,"Skidegate","SKIDEGATE","SE099","SKIDEGATE","Skidegate","Skidegate","SEL-17-08","Sockeye-Lake",5,NA,5,5,5,2,17,"None",1,"HG"
827,"Yakoun","YAKOUN","SE096","YAKOUN","Yakoun","Yakoun","SEL-17-09","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1,"HG"
828,"Marie","MARIE","SE097","MARIE","Marie","Marie","SEL-17-10","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HG"
927,"Fulmore","FULMORE","SE053","FULMORE","Fulmore","Fulmore","SEL-11-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
928,"Heydon","HEYDON","SE054","HEYDON","Heydon","Heydon","SEL-11-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
929,"Kakweiken","KAWEIKEN","SE055","KAWEIKEN","Kakweiken","Kakweiken","SEL-11-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
930,"Loose","LOOSE","SE056","LOOSE","Loose","Loose","SEL-11-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
931,"Mackenzie","MACKENZIE","SE057","MACKENZIE","Mackenzie","Mackenzie","SEL-11-05","Sockeye-Lake",5,NA,2,5,1,0,8,"None",1,"VIMI"
932,"Phillips","PHILLIPS","SE058","PHILLIPS","Phillips","Phillips","SEL-11-06","Sockeye-Lake",5,NA,3,5,5,0,13,"None",2,"VIMI"
933,"Sakinaw","SAKINAW","SE051","SAKINAW","Sakinaw","Sakinaw","SEL-11-07","Sockeye-Lake",5,"Endangered",5,5,5,0,15,"High",1,"VIMI"
935,"Tzoonie","TZOONIE","SE052","TZOONIE","Tzoonie","Tzoonie","SEL-11-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
936,"Village Bay","VILLAGE","T01","VILLAGE","Village Bay","Village Bay","SEL-11-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
937,"Ida/Bonanza","IDA/BONANZA","SE059","IDA/BONANZA","Ida/Bonanza","Ida/Bonanza","SEL-12-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
938,"Nahwitti","NAHWITTI","SE060","NAHWITTI","Nahwitti","Nahwitti","SEL-12-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
939,"Nimpkish","NIMPKISH","SE061","NIMPKISH","Nimpkish","Nimpkish","SEL-12-03","Sockeye-Lake",5,NA,4,5,5,0,14,"Low",2,"VIMI"
941,"Quatse","QUATSE","SE062","QUATSE","Quatse","Quatse","SEL-12-05","Sockeye-Lake",4,NA,0,0,0,0,0,"None",1,"VIMI"
942,"Schoen","SCHOEN","SE063","SCHOEN","Schoen","Schoen","SEL-12-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
943,"Shushartie","SHUSHARTIE","SE064","SHUSHARTIE","Shushartie","Shushartie","SEL-12-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
944,"Woss","WOSS","SE065","WOSS","Woss","Woss","SEL-12-08","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
945,"Alice","ALICE","SE087","ALICE","Alice","Alice","SEL-13-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
946,"Canoe Creek","CANOE","SE088","CANOE","Canoe Creek","Canoe Creek","SEL-13-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
947,"Cecilia","CECILIA","SE067","CECILIA","Cecilia","Cecilia","SEL-13-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
948,"Cheewat","CHEEWAT","SE068","CHEEWAT","Cheewat","Cheewat","SEL-13-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
949,"Clayoquot","CLAYQUOT","SE069","CLAYQUOT","Clayoquot","Clayoquot","SEL-13-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2,"VIMI"
950,"Deserted","DESERTED","SE070","DESERTED","Deserted","Deserted","SEL-13-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
951,"Fairy","FAIRY","SE071","FAIRY","Fairy","Fairy","SEL-13-07","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3,"VIMI"
952,"Great Central","GCL","SE072","GCL","Great Central","Great Central","SEL-13-08","Sockeye-Lake",5,NA,0,0,0,3,3,"None",NA,"VIMI"
953,"Henderson","HENDERSON","SE073","HENDERSON","Henderson","Henderson","SEL-13-09","Sockeye-Lake",5,NA,5,5,2,0,12,"None",1,"VIMI"
954,"Hesquiat","HESQUIAT","SE074","HESQUIAT","Hesquiat","Hesquiat","SEL-13-10","Sockeye-Lake",5,NA,0,0,1,0,1,"None",1,"VIMI"
955,"Hobiton","HOBITON","SE075","HOBITON","Hobiton","Hobiton","SEL-13-11","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
956,"Jansen","JANSEN","SE076","JANSEN","Jansen","Jansen","SEL-13-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
957,"Kanim","KANIM","SE077","KANIM","Kanim","Kanim","SEL-13-13","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
958,"Kennedy","KENNEDEY","SE078","KENNEDEY","Kennedy","Kennedy","SEL-13-14","Sockeye-Lake",5,NA,0,0,0,0,0,"None",6,"VIMI"
959,"Maggie","MAGGIE","SE079","MAGGIE","Maggie","Maggie","SEL-13-15","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
960,"Megin","MEGIN","SE080","MEGIN","Megin","Megin","SEL-13-16","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
961,"Muchalat","MUCHALAT","SE081","MUCHALAT","Muchalat","Muchalat","SEL-13-17","Sockeye-Lake",5,NA,0,0,0,0,0,"None",3,"VIMI"
962,"Muriel","MURIEL","SE082","MURIEL","Muriel","Muriel","SEL-13-18","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3,"VIMI"
963,"Nitinat","NITINAT","SE083","NITINAT","Nitinat","Nitinat","SEL-13-19","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2,"VIMI"
964,"O'Connell","O'CONNELL","SE089","O'CONNELL","O'Connell","O'Connell","SEL-13-20","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
966,"Park River","PARK","SE084","PARK","Park River","Park River","SEL-13-22","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
967,"Power","POWER","SE085","POWER","Power","Power","SEL-13-23","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
969,"Sproat","SPROAT","SE086","SPROAT","Sproat","Sproat","SEL-13-25","Sockeye-Lake",5,NA,0,0,0,3,3,"None",1,"VIMI"
970,"William/Brink","WILLIAM/BRINK","SE090","WILLIAM/BRINK","William/Brink","William/Brink","SEL-13-26","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
976,"Vernon","VERNON","SE066","VERNON","Vernon","Vernon","SEL-12-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
1024,"Border","BORDER","SE184","BORDER","Border","Border","SEL-25-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1025,"Christina","CHRISTINA","SE185","CHRISTINA","Christina","Christina","SEL-26-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1026,"Tahltan","TAHLTAN","SE186","TAHLTAN","Tahltan","Tahltan","SEL-26-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1027,"Kuthai","KUTHAI","SE189","KUTHAI","Kuthai","Kuthai","SEL-28-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1028,"Little Trapper","LTRAPPER","SE190","LTRAPPER","Little Trapper","Little Trapper","SEL-28-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1029,"Tatsamenie","TATSAMENIE","SE191","TATSAMENIE","Tatsamenie","Tatsamenie","SEL-28-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1031,"Blanchard-BC","BLANCHARD","SE193","BLANCHARD","Blanchard-BC","Blanchard-BC","SEL-30-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1033,"King Salmon","KING SALMON","SE192","KING SALMON","King Salmon","King Salmon","SEL-28-05","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1036,"Chutine","CHUTINE","SE187","CHUTINE","Chutine","Chutine","SEL-26-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1037,"Whiting","WHITING","SE188","WHITING","Whiting","Whiting","SEL-27-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1038,"Klukshu","KLUKSHU","SE194","KLUKSHU","Klukshu-Yukon","Klukshu-Yukon","SEL-30-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1039,"Nesketahin-Yukon","NESKETAHIN","SE195","NESKETAHIN","Nesketahin-Yukon","Nesketahin-Yukon","SEL-30-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
NA,"Francois-First Run-Early Summer timing",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Francois-Second Run-Early Summer timing",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Indian/Kruger-Early Summer timing",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Kitwancool",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Osoyoos",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sockeye Creek",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Tuwartz",NA,NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Pack","PACK","T02","PACK","Pack","Pack","SEL-11-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,"Glendale","GLENDALE","T03","GLENDALE","Glendale","Glendale","SEL-11-12","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,2,NA
NA,"Lois","LOIS","T04","LOIS","Lois","Lois","SEL-11-13","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Mayer","MAYER","T08","MAYER","Mayer","Mayer","SEL-17-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,"Gudal","GUDAL","T09","GUDAL","Gudal","Gudal","SEL-17-12","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sylvia Creek","SYLVIA","T45","SYLVIA","Sylvia","Sylvia","SEL-19-72","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,"South Bonnila","S_BONNILA","T46","S_BONNILA","South Bonnila","South Bonnila","SEL-19-73","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
